                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.72573,                0.58332,                 1.0497,                 0.8238,                0.26941,                0.35093,                0.20634,                    nan,                    nan,                    nan,              0.0068716,              0.0068716,              0.0068716
                    160,                0.70073,                0.55567,                 1.0277,                0.60829,                 0.3784,                 0.4095,                 0.2353,                    nan,                    nan,                    nan,              0.0068518,              0.0068518,              0.0068518
                    161,                0.71016,                0.60698,                 1.0455,                0.57217,                 0.3121,                 0.3649,                0.21083,                    nan,                    nan,                    nan,               0.006832,               0.006832,               0.006832
                    162,                0.73859,                0.57068,                  1.038,                0.63101,                0.35714,                0.37934,                0.21814,                    nan,                    nan,                    nan,              0.0068122,              0.0068122,              0.0068122
                    163,                0.70489,                0.54556,                 1.0199,                0.58973,                0.29298,                0.34692,                0.21333,                    nan,                    nan,                    nan,              0.0067924,              0.0067924,              0.0067924
                    164,                  0.694,                0.53028,                 1.0269,                0.84608,                0.31358,                 0.3935,                0.24483,                    nan,                    nan,                    nan,              0.0067726,              0.0067726,              0.0067726
                    165,                0.70924,                 0.5432,                 1.0391,                0.75388,                0.26835,                 0.3628,                 0.2138,                    nan,                    nan,                    nan,              0.0067528,              0.0067528,              0.0067528
                    166,                0.69363,                0.54983,                 1.0381,                0.78709,                0.26653,                 0.3472,                0.20149,                    nan,                    nan,                    nan,               0.006733,               0.006733,               0.006733
                    167,                0.75447,                0.60637,                 1.0702,                0.51761,                0.31994,                0.36413,                0.21461,                    nan,                    nan,                    nan,              0.0067132,              0.0067132,              0.0067132
                    168,                0.77388,                0.61781,                 1.0823,                0.53182,                 0.3467,                0.35152,                0.19467,                    nan,                    nan,                    nan,              0.0066934,              0.0066934,              0.0066934
                    169,                0.71623,                0.53097,                 1.0357,                0.65776,                0.35218,                0.40019,                0.22664,                    nan,                    nan,                    nan,              0.0066736,              0.0066736,              0.0066736
                    170,                0.71181,                0.53916,                 1.0455,                0.64351,                0.28661,                0.34888,                0.19943,                    nan,                    nan,                    nan,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.7282,                0.54603,                 1.0248,                0.54992,                 0.3626,                0.36865,                0.21901,                    nan,                    nan,                    nan,               0.006634,               0.006634,               0.006634
                    172,                 0.7012,                 0.5392,                 1.0228,                0.59393,                0.29911,                0.35799,                0.22199,                    nan,                    nan,                    nan,              0.0066142,              0.0066142,              0.0066142
                    173,                0.72343,                0.54314,                 1.0401,                0.48482,                0.36751,                0.38491,                0.22567,                    nan,                    nan,                    nan,              0.0065944,              0.0065944,              0.0065944
                    174,                0.74243,                 0.5604,                 1.0327,                0.65357,                0.28373,                0.35651,                0.19354,                    nan,                    nan,                    nan,              0.0065746,              0.0065746,              0.0065746
                    175,                0.71938,                0.55336,                 1.0198,                0.58231,                0.28323,                0.32903,                0.18525,                    nan,                    nan,                    nan,              0.0065548,              0.0065548,              0.0065548
                    176,                0.73235,                0.55377,                  1.069,                0.72007,                0.36756,                0.41222,                0.24237,                    nan,                    nan,                    nan,               0.006535,               0.006535,               0.006535
                    177,                0.67767,                0.55811,                 1.0194,                0.77615,                0.34673,                0.43165,                0.25159,                    nan,                    nan,                    nan,              0.0065152,              0.0065152,              0.0065152
                    178,                0.69246,                 0.6289,                 1.0313,                0.62409,                0.31691,                0.38556,                0.21757,                    nan,                    nan,                    nan,              0.0064954,              0.0064954,              0.0064954
                    179,                0.69569,                0.56539,                  1.012,                 0.5583,                0.30647,                0.35035,                0.20493,                    nan,                    nan,                    nan,              0.0064756,              0.0064756,              0.0064756
                    180,                0.68871,                0.53368,                  1.024,                0.67731,                0.29911,                0.37859,                0.21233,                    nan,                    nan,                    nan,              0.0064558,              0.0064558,              0.0064558
                    181,                0.67269,                0.55405,                  1.041,                0.61543,                0.30552,                0.37341,                0.21031,                    nan,                    nan,                    nan,               0.006436,               0.006436,               0.006436
                    182,                0.67603,                0.52137,                 1.0081,                0.60988,                 0.2996,                0.34467,                 0.2138,                    nan,                    nan,                    nan,              0.0064162,              0.0064162,              0.0064162
                    183,                0.66909,                0.50893,                 1.0284,                0.72734,                0.25676,                0.34992,                0.22472,                    nan,                    nan,                    nan,              0.0063964,              0.0063964,              0.0063964
                    184,                 0.6982,                0.58369,                 1.0322,                0.63083,                0.36625,                0.41165,                0.24679,                    nan,                    nan,                    nan,              0.0063766,              0.0063766,              0.0063766
                    185,                0.68365,                0.51572,                 1.0121,                0.65863,                0.36893,                0.43854,                0.25519,                    nan,                    nan,                    nan,              0.0063568,              0.0063568,              0.0063568
                    186,                0.67656,                0.51355,                 1.0354,                0.52323,                0.30291,                0.36104,                0.22271,                    nan,                    nan,                    nan,               0.006337,               0.006337,               0.006337
                    187,                0.65175,                0.50736,                0.98498,                0.57846,                0.33135,                0.36029,                0.22042,                    nan,                    nan,                    nan,              0.0063172,              0.0063172,              0.0063172
                    188,                0.66497,                0.52933,                 1.0126,                0.60461,                0.35429,                0.39911,                0.23547,                    nan,                    nan,                    nan,              0.0062974,              0.0062974,              0.0062974
                    189,                0.66529,                0.52251,                 1.0139,                0.67921,                0.31274,                0.38767,                0.21803,                    nan,                    nan,                    nan,              0.0062776,              0.0062776,              0.0062776
                    190,                0.67549,                0.54472,                0.99891,                0.71217,                 0.3016,                0.37041,                0.22162,                    nan,                    nan,                    nan,              0.0062578,              0.0062578,              0.0062578
                    191,                0.64872,                 0.5069,                0.99809,                0.69975,                0.28373,                0.36722,                 0.2194,                    nan,                    nan,                    nan,               0.006238,               0.006238,               0.006238
                    192,                0.64106,                0.52526,                0.98206,                0.54642,                0.30684,                0.37446,                0.22181,                    nan,                    nan,                    nan,              0.0062182,              0.0062182,              0.0062182
                    193,                0.66394,                0.50914,                0.98984,                0.77573,                0.31498,                0.40117,                0.22156,                    nan,                    nan,                    nan,              0.0061984,              0.0061984,              0.0061984
                    194,                0.65336,                0.52113,                 1.0135,                0.52484,                0.33581,                0.41204,                0.22176,                    nan,                    nan,                    nan,              0.0061786,              0.0061786,              0.0061786
                    195,                 0.6256,                 0.4939,                 0.9864,                0.62265,                0.27331,                0.33147,                0.20847,                    nan,                    nan,                    nan,              0.0061588,              0.0061588,              0.0061588
                    196,                0.62893,                0.51812,                0.98531,                 0.6952,                0.32044,                0.35361,                0.21058,                    nan,                    nan,                    nan,               0.006139,               0.006139,               0.006139
                    197,                0.64713,                0.49847,                 1.0028,                  0.671,                0.34212,                0.37985,                  0.209,                    nan,                    nan,                    nan,              0.0061192,              0.0061192,              0.0061192
                    198,                 0.6765,                0.52439,                 1.0267,                0.62904,                0.28869,                0.35631,                 0.2025,                    nan,                    nan,                    nan,              0.0060994,              0.0060994,              0.0060994
                    199,                0.66904,                0.52509,                 1.0103,                0.54077,                0.32044,                 0.3531,                0.22287,                    nan,                    nan,                    nan,              0.0060796,              0.0060796,              0.0060796
                    200,                0.64977,                0.48883,                0.99749,                0.54771,                0.31002,                0.32949,                0.20384,                    nan,                    nan,                    nan,              0.0060598,              0.0060598,              0.0060598
                    201,                0.65967,                0.49472,                 1.0068,                0.74458,                0.26786,                0.35571,                0.21845,                    nan,                    nan,                    nan,                0.00604,                0.00604,                0.00604
                    202,                0.64049,                0.48337,                 1.0015,                0.64128,                0.28153,                0.35098,                0.21118,                    nan,                    nan,                    nan,              0.0060202,              0.0060202,              0.0060202
                    203,                0.64117,                0.50224,                 1.0054,                  0.592,                0.35213,                0.39604,                0.23431,                    nan,                    nan,                    nan,              0.0060004,              0.0060004,              0.0060004
                    204,                0.64356,                0.49017,                 1.0216,                0.69738,                0.32262,                0.40987,                0.24599,                    nan,                    nan,                    nan,              0.0059806,              0.0059806,              0.0059806
                    205,                0.62133,                0.48411,                0.97746,                0.61915,                0.30647,                0.37106,                0.23292,                    nan,                    nan,                    nan,              0.0059608,              0.0059608,              0.0059608
                    206,                 0.6556,                0.46766,                 1.0204,                0.79532,                0.29055,                0.38046,                 0.2321,                    nan,                    nan,                    nan,               0.005941,               0.005941,               0.005941
                    207,                0.62622,                0.48206,                0.99046,                0.58917,                0.29675,                0.39406,                0.22174,                    nan,                    nan,                    nan,              0.0059212,              0.0059212,              0.0059212
                    208,                0.61801,                0.48424,                0.98392,                0.58155,                0.31999,                0.38433,                 0.2098,                    nan,                    nan,                    nan,              0.0059014,              0.0059014,              0.0059014
                    209,                0.62223,                0.47217,                 1.0014,                0.60816,                0.34531,                 0.3913,                 0.2321,                    nan,                    nan,                    nan,              0.0058816,              0.0058816,              0.0058816
                    210,                0.61119,                0.47088,                0.99548,                0.62888,                0.30643,                0.34643,                0.21703,                    nan,                    nan,                    nan,              0.0058618,              0.0058618,              0.0058618
                    211,                0.62049,                0.47213,                0.99238,                0.61587,                0.28373,                0.33269,                0.21782,                    nan,                    nan,                    nan,               0.005842,               0.005842,               0.005842
                    212,                0.62074,                0.46956,                0.97592,                0.64879,                0.30456,                0.34552,                0.21557,                    nan,                    nan,                    nan,              0.0058222,              0.0058222,              0.0058222
                    213,                0.61263,                0.48092,                0.99274,                0.61873,                0.31484,                0.35795,                0.21108,                    nan,                    nan,                    nan,              0.0058024,              0.0058024,              0.0058024
                    214,                0.63289,                0.49267,                0.99315,                0.54607,                0.29415,                0.35753,                0.21614,                    nan,                    nan,                    nan,              0.0057826,              0.0057826,              0.0057826
                    215,                0.59516,                0.46804,                0.97204,                0.81095,                0.29911,                0.40569,                0.24389,                    nan,                    nan,                    nan,              0.0057628,              0.0057628,              0.0057628
                    216,                0.63715,                 0.4561,                 1.0221,                0.81667,                0.29338,                0.38604,                0.26077,                    nan,                    nan,                    nan,               0.005743,               0.005743,               0.005743
                    217,                0.61119,                0.44942,                0.98524,                0.69504,                0.28575,                0.36147,                0.23625,                    nan,                    nan,                    nan,              0.0057232,              0.0057232,              0.0057232
                    218,                0.61301,                0.46721,                0.98142,                0.51068,                0.29055,                0.35674,                0.21217,                    nan,                    nan,                    nan,              0.0057034,              0.0057034,              0.0057034
                    219,                 0.6211,                0.46326,                0.99996,                0.56525,                0.30656,                0.35871,                0.23158,                    nan,                    nan,                    nan,              0.0056836,              0.0056836,              0.0056836
                    220,                0.60374,                0.46744,                0.97744,                0.55889,                0.30526,                0.39791,                 0.2504,                    nan,                    nan,                    nan,              0.0056638,              0.0056638,              0.0056638
                    221,                0.59258,                 0.4595,                0.96538,                0.66934,                0.31448,                0.40259,                0.23598,                    nan,                    nan,                    nan,               0.005644,               0.005644,               0.005644
                    222,                0.61337,                0.48003,                 1.0217,                 0.5503,                0.31498,                0.37499,                 0.2189,                    nan,                    nan,                    nan,              0.0056242,              0.0056242,              0.0056242
                    223,                 0.5966,                 0.4835,                0.97817,                0.45595,                0.29415,                0.33518,                0.19728,                    nan,                    nan,                    nan,              0.0056044,              0.0056044,              0.0056044
                    224,                0.58711,                0.46132,                0.98199,                0.54542,                0.31548,                0.34029,                0.20461,                    nan,                    nan,                    nan,              0.0055846,              0.0055846,              0.0055846
                    225,                 0.5835,                0.44551,                 0.9661,                0.53436,                0.33868,                0.35535,                0.22963,                    nan,                    nan,                    nan,              0.0055648,              0.0055648,              0.0055648
                    226,                0.60285,                0.45809,                0.97893,                0.53631,                0.30533,                0.34186,                0.21681,                    nan,                    nan,                    nan,               0.005545,               0.005545,               0.005545
                    227,                0.60399,                0.47352,                 1.0024,                  0.628,                0.32002,                0.37579,                0.23756,                    nan,                    nan,                    nan,              0.0055252,              0.0055252,              0.0055252
                    228,                0.59475,                0.46125,                0.98849,                0.61531,                  0.289,                 0.3671,                0.22434,                    nan,                    nan,                    nan,              0.0055054,              0.0055054,              0.0055054
                    229,                0.60835,                0.47777,                 1.0051,                0.61404,                0.27827,                0.34297,                0.21757,                    nan,                    nan,                    nan,              0.0054856,              0.0054856,              0.0054856
                    230,                0.59885,                0.45018,                0.97295,                  0.644,                0.27691,                0.33035,                 0.2026,                    nan,                    nan,                    nan,              0.0054658,              0.0054658,              0.0054658
                    231,                0.59054,                 0.4374,                0.95135,                0.69173,                0.30456,                0.36147,                0.23132,                    nan,                    nan,                    nan,               0.005446,               0.005446,               0.005446
                    232,                0.60428,                0.44461,                0.98254,                0.63165,                0.27272,                0.32066,                0.20781,                    nan,                    nan,                    nan,              0.0054262,              0.0054262,              0.0054262
                    233,                0.60737,                0.43647,                0.97084,                 0.5236,                 0.2996,                0.34747,                 0.2169,                    nan,                    nan,                    nan,              0.0054064,              0.0054064,              0.0054064
                    234,                0.59471,                0.44334,                0.98315,                0.56938,                0.30382,                0.34225,                0.22265,                    nan,                    nan,                    nan,              0.0053866,              0.0053866,              0.0053866
                    235,                0.57796,                0.45379,                0.95885,                0.66269,                0.29229,                0.33913,                0.20111,                    nan,                    nan,                    nan,              0.0053668,              0.0053668,              0.0053668
                    236,                0.57036,                0.45256,                0.94768,                0.71365,                0.26773,                0.32745,                0.18986,                    nan,                    nan,                    nan,               0.005347,               0.005347,               0.005347
                    237,                0.59163,                0.43555,                0.99656,                0.72864,                0.22569,                 0.3033,                0.19648,                    nan,                    nan,                    nan,              0.0053272,              0.0053272,              0.0053272
                    238,                0.55072,                0.42312,                0.95258,                0.76663,                0.23998,                0.33618,                0.22136,                    nan,                    nan,                    nan,              0.0053074,              0.0053074,              0.0053074
                    239,                0.57033,                0.42562,                0.96376,                0.56878,                0.25744,                0.31511,                0.20334,                    nan,                    nan,                    nan,              0.0052876,              0.0052876,              0.0052876
                    240,                0.55962,                0.42602,                0.94806,                0.62624,                0.30288,                0.36699,                0.23426,                    nan,                    nan,                    nan,              0.0052678,              0.0052678,              0.0052678
                    241,                0.55536,                0.43084,                0.96924,                0.58326,                0.27517,                0.36319,                0.21924,                    nan,                    nan,                    nan,               0.005248,               0.005248,               0.005248
                    242,                0.55789,                0.41376,                0.94668,                0.61916,                0.32553,                 0.4193,                 0.2526,                    nan,                    nan,                    nan,              0.0052282,              0.0052282,              0.0052282
                    243,                0.56376,                0.45117,                0.96653,                0.63882,                0.33412,                0.39986,                0.22157,                    nan,                    nan,                    nan,              0.0052084,              0.0052084,              0.0052084
                    244,                0.56911,                0.45372,                0.97194,                0.60787,                 0.3482,                 0.3989,                0.23132,                    nan,                    nan,                    nan,              0.0051886,              0.0051886,              0.0051886
                    245,                0.57742,                0.43472,                0.96776,                0.61871,                0.35374,                0.38745,                0.23375,                    nan,                    nan,                    nan,              0.0051688,              0.0051688,              0.0051688
                    246,                0.58512,                0.44413,                0.96078,                0.59864,                0.30241,                0.37155,                0.22076,                    nan,                    nan,                    nan,               0.005149,               0.005149,               0.005149
                    247,                0.57094,                 0.4234,                0.94778,                0.61986,                0.32896,                0.38631,                0.22619,                    nan,                    nan,                    nan,              0.0051292,              0.0051292,              0.0051292
                    248,                0.54011,                0.41478,                0.94419,                0.64105,                0.33121,                 0.3711,                0.22057,                    nan,                    nan,                    nan,              0.0051094,              0.0051094,              0.0051094
                    249,                0.54844,                0.42405,                0.95816,                0.71971,                0.28701,                0.37761,                0.22391,                    nan,                    nan,                    nan,              0.0050896,              0.0050896,              0.0050896
                    250,                0.54197,                0.40484,                0.94017,                 0.5609,                0.33085,                0.37018,                0.21191,                    nan,                    nan,                    nan,              0.0050698,              0.0050698,              0.0050698
                    251,                 0.5489,                0.43842,                 0.9444,                0.56773,                0.31002,                0.36544,                0.22518,                    nan,                    nan,                    nan,                0.00505,                0.00505,                0.00505
                    252,                0.56311,                0.43497,                0.95677,                0.69137,                0.26835,                0.35171,                0.22997,                    nan,                    nan,                    nan,              0.0050302,              0.0050302,              0.0050302
                    253,                0.52711,                0.42108,                0.94902,                0.62915,                0.26712,                0.33747,                0.21519,                    nan,                    nan,                    nan,              0.0050104,              0.0050104,              0.0050104
                    254,                0.55728,                0.42701,                0.96907,                0.64598,                0.31548,                0.39148,                0.23859,                    nan,                    nan,                    nan,              0.0049906,              0.0049906,              0.0049906
                    255,                0.56446,                0.43454,                 0.9601,                0.70816,                0.24746,                0.34422,                0.21204,                    nan,                    nan,                    nan,              0.0049708,              0.0049708,              0.0049708
                    256,                0.56119,                0.42623,                0.97289,                0.58947,                0.26574,                0.34552,                0.20446,                    nan,                    nan,                    nan,               0.004951,               0.004951,               0.004951
                    257,                0.55177,                0.41929,                0.94979,                0.65188,                0.30568,                0.38077,                 0.2359,                    nan,                    nan,                    nan,              0.0049312,              0.0049312,              0.0049312
                    258,                0.59095,                0.44966,                0.97706,                0.64324,                0.32044,                 0.3739,                0.23373,                    nan,                    nan,                    nan,              0.0049114,              0.0049114,              0.0049114
                    259,                0.55439,                0.43167,                0.95823,                0.66271,                0.32908,                0.38674,                0.25931,                    nan,                    nan,                    nan,              0.0048916,              0.0048916,              0.0048916
                    260,                0.51295,                0.41223,                0.92166,                 0.6707,                0.30971,                0.38831,                0.24382,                    nan,                    nan,                    nan,              0.0048718,              0.0048718,              0.0048718
                    261,                0.54685,                0.42083,                0.94885,                0.75871,                0.32513,                0.39171,                0.25608,                    nan,                    nan,                    nan,               0.004852,               0.004852,               0.004852
                    262,                0.56786,                 0.4201,                0.95388,                 0.7862,                 0.2624,                0.35705,                0.23368,                    nan,                    nan,                    nan,              0.0048322,              0.0048322,              0.0048322
                    263,                0.51561,                0.40515,                0.91993,                0.69024,                0.31137,                0.38152,                0.22484,                    nan,                    nan,                    nan,              0.0048124,              0.0048124,              0.0048124
                    264,                0.54715,                0.41157,                0.94342,                0.62204,                0.30157,                0.35983,                 0.2349,                    nan,                    nan,                    nan,              0.0047926,              0.0047926,              0.0047926
                    265,                0.53376,                0.41547,                0.95037,                0.73542,                0.28461,                0.39286,                0.25579,                    nan,                    nan,                    nan,              0.0047728,              0.0047728,              0.0047728
                    266,                0.53341,                0.41049,                0.94513,                0.70953,                0.28233,                0.39727,                0.25041,                    nan,                    nan,                    nan,               0.004753,               0.004753,               0.004753
                    267,                0.52526,                0.39847,                0.93938,                0.66792,                0.31498,                0.40033,                0.25112,                    nan,                    nan,                    nan,              0.0047332,              0.0047332,              0.0047332
                    268,                0.52033,                 0.3919,                0.94322,                0.72798,                0.26786,                0.37055,                0.23225,                    nan,                    nan,                    nan,              0.0047134,              0.0047134,              0.0047134
                    269,                0.53391,                0.38311,                0.94305,                0.76015,                0.26786,                0.33332,                0.22003,                    nan,                    nan,                    nan,              0.0046936,              0.0046936,              0.0046936
                    270,                0.53637,                0.42164,                0.94998,                0.73199,                0.28277,                0.36276,                0.23421,                    nan,                    nan,                    nan,              0.0046738,              0.0046738,              0.0046738
                    271,                0.53304,                0.38638,                0.94179,                0.63128,                0.27592,                0.34118,                0.23363,                    nan,                    nan,                    nan,               0.004654,               0.004654,               0.004654
                    272,                0.53453,                 0.4239,                 0.9559,                0.69212,                0.29941,                 0.3779,                 0.2575,                    nan,                    nan,                    nan,              0.0046342,              0.0046342,              0.0046342
                    273,                0.51803,                0.40648,                0.92783,                 0.6973,                0.32338,                0.39147,                0.25287,                    nan,                    nan,                    nan,              0.0046144,              0.0046144,              0.0046144
                    274,                0.51234,                0.40473,                0.93948,                0.65911,                0.29311,                0.37265,                0.25001,                    nan,                    nan,                    nan,              0.0045946,              0.0045946,              0.0045946
                    275,                0.52871,                0.40778,                0.94114,                0.69144,                0.28364,                0.35431,                0.23239,                    nan,                    nan,                    nan,              0.0045748,              0.0045748,              0.0045748
                    276,                0.51918,                0.40669,                0.93297,                0.62038,                 0.2996,                0.34729,                0.21453,                    nan,                    nan,                    nan,               0.004555,               0.004555,               0.004555
                    277,                0.51893,                0.42829,                 0.9123,                0.51106,                0.28373,                0.37648,                0.24107,                    nan,                    nan,                    nan,              0.0045352,              0.0045352,              0.0045352
                    278,                0.50486,                0.38524,                0.92304,                0.69328,                0.25505,                0.34802,                0.21161,                    nan,                    nan,                    nan,              0.0045154,              0.0045154,              0.0045154
                    279,                0.52366,                0.39844,                0.94212,                0.68353,                0.29084,                0.36763,                0.22561,                    nan,                    nan,                    nan,              0.0044956,              0.0044956,              0.0044956
                    280,                0.54124,                0.41758,                0.94615,                0.57984,                0.30506,                0.35969,                0.23391,                    nan,                    nan,                    nan,              0.0044758,              0.0044758,              0.0044758
                    281,                0.51803,                 0.4022,                0.93775,                0.67194,                0.33421,                0.40601,                0.25916,                    nan,                    nan,                    nan,               0.004456,               0.004456,               0.004456
                    282,                0.53124,                0.39177,                0.95872,                0.67394,                0.29415,                0.41162,                0.28038,                    nan,                    nan,                    nan,              0.0044362,              0.0044362,              0.0044362
                    283,                0.50371,                0.39474,                0.93179,                0.63225,                0.26786,                  0.373,                0.24739,                    nan,                    nan,                    nan,              0.0044164,              0.0044164,              0.0044164
                    284,                0.53048,                0.39449,                0.96098,                0.52245,                0.29572,                0.38302,                0.25531,                    nan,                    nan,                    nan,              0.0043966,              0.0043966,              0.0043966
                    285,                0.49286,                0.38537,                0.92757,                0.72281,                0.30461,                0.39462,                0.26568,                    nan,                    nan,                    nan,              0.0043768,              0.0043768,              0.0043768
                    286,                0.51645,                0.40051,                0.93694,                0.70544,                0.29095,                0.35371,                0.23563,                    nan,                    nan,                    nan,               0.004357,               0.004357,               0.004357
                    287,                0.52521,                0.39176,                0.93153,                0.78053,                0.29043,                0.36549,                0.24508,                    nan,                    nan,                    nan,              0.0043372,              0.0043372,              0.0043372
                    288,                0.48518,                0.38416,                0.91692,                 0.7451,                0.31002,                0.38325,                0.26385,                    nan,                    nan,                    nan,              0.0043174,              0.0043174,              0.0043174
                    289,                0.48264,                0.37431,                0.91489,                0.62484,                0.27358,                0.38268,                0.27241,                    nan,                    nan,                    nan,              0.0042976,              0.0042976,              0.0042976
                    290,                0.50569,                 0.3816,                 0.9511,                0.71384,                0.25744,                0.36469,                0.26441,                    nan,                    nan,                    nan,              0.0042778,              0.0042778,              0.0042778
                    291,                0.50371,                0.39321,                0.93328,                0.72077,                0.29718,                0.37308,                0.26553,                    nan,                    nan,                    nan,               0.004258,               0.004258,               0.004258
                    292,                0.50547,                0.38418,                0.91815,                0.76737,                0.28919,                0.37444,                0.25504,                    nan,                    nan,                    nan,              0.0042382,              0.0042382,              0.0042382
                    293,                0.50442,                0.40169,                0.92545,                0.70081,                0.28919,                0.38297,                0.26441,                    nan,                    nan,                    nan,              0.0042184,              0.0042184,              0.0042184
                    294,                0.50963,                0.38434,                0.92871,                0.70276,                0.29658,                0.38402,                0.24878,                    nan,                    nan,                    nan,              0.0041986,              0.0041986,              0.0041986
                    295,                0.50218,                0.38261,                 0.9318,                0.72016,                0.26389,                0.35048,                0.23659,                    nan,                    nan,                    nan,              0.0041788,              0.0041788,              0.0041788
                    296,                0.48459,                0.37038,                0.91843,                0.71295,                0.27331,                0.35737,                0.24481,                    nan,                    nan,                    nan,               0.004159,               0.004159,               0.004159
                    297,                0.48251,                0.37251,                0.93752,                0.72701,                0.27314,                0.37248,                0.25423,                    nan,                    nan,                    nan,              0.0041392,              0.0041392,              0.0041392
                    298,                0.49144,                0.40311,                0.92719,                 0.6067,                0.29701,                0.37818,                0.26069,                    nan,                    nan,                    nan,              0.0041194,              0.0041194,              0.0041194
                    299,                0.49643,                0.38905,                0.92799,                0.64941,                0.29953,                0.38753,                0.25965,                    nan,                    nan,                    nan,              0.0040996,              0.0040996,              0.0040996
                    300,                0.48306,                 0.3675,                0.94056,                0.73525,                 0.2996,                0.39533,                0.26323,                    nan,                    nan,                    nan,              0.0040798,              0.0040798,              0.0040798
                    301,                0.46271,                0.36043,                0.90698,                0.76596,                0.32495,                0.40651,                0.26158,                    nan,                    nan,                    nan,                0.00406,                0.00406,                0.00406
                    302,                0.49293,                0.37847,                0.94342,                0.75677,                0.31282,                0.40836,                0.29158,                    nan,                    nan,                    nan,              0.0040402,              0.0040402,              0.0040402
                    303,                0.47965,                0.37305,                0.92565,                0.76716,                0.32339,                0.41918,                0.29081,                    nan,                    nan,                    nan,              0.0040204,              0.0040204,              0.0040204
                    304,                0.46967,                 0.3552,                0.91299,                0.66655,                0.32422,                0.39001,                0.27509,                    nan,                    nan,                    nan,              0.0040006,              0.0040006,              0.0040006
                    305,                0.48969,                0.37091,                0.91391,                0.68919,                0.30822,                0.37375,                0.27315,                    nan,                    nan,                    nan,              0.0039808,              0.0039808,              0.0039808
                    306,                0.47947,                0.38565,                0.94336,                0.75621,                0.33152,                0.36628,                0.27117,                    nan,                    nan,                    nan,               0.003961,               0.003961,               0.003961
                    307,                0.50438,                0.37937,                0.92848,                0.67964,                0.29255,                0.38578,                0.26055,                    nan,                    nan,                    nan,              0.0039412,              0.0039412,              0.0039412
                    308,                0.47986,                0.37412,                0.93943,                0.77847,                0.27124,                0.37021,                0.26336,                    nan,                    nan,                    nan,              0.0039214,              0.0039214,              0.0039214
                    309,                0.47504,                0.35699,                0.91038,                0.70052,                0.27331,                0.35641,                0.26272,                    nan,                    nan,                    nan,              0.0039016,              0.0039016,              0.0039016
                    310,                 0.4789,                0.36293,                0.90997,                0.73937,                0.29945,                0.35461,                0.24367,                    nan,                    nan,                    nan,              0.0038818,              0.0038818,              0.0038818
                    311,                0.47053,                0.35412,                0.91835,                0.69118,                0.31002,                 0.3695,                0.24669,                    nan,                    nan,                    nan,               0.003862,               0.003862,               0.003862
                    312,                0.48378,                0.36361,                0.94071,                0.70011,                0.33631,                0.37688,                0.24754,                    nan,                    nan,                    nan,              0.0038422,              0.0038422,              0.0038422
                    313,                 0.4599,                0.35968,                0.92267,                0.64999,                0.31002,                0.38552,                0.25188,                    nan,                    nan,                    nan,              0.0038224,              0.0038224,              0.0038224
                    314,                0.48796,                0.36896,                0.91115,                0.59124,                0.35218,                0.39993,                0.26182,                    nan,                    nan,                    nan,              0.0038026,              0.0038026,              0.0038026
                    315,                0.46452,                0.35617,                0.92064,                0.58798,                0.34123,                0.38562,                0.24803,                    nan,                    nan,                    nan,              0.0037828,              0.0037828,              0.0037828
                    316,                0.45999,                0.35996,                 0.9092,                0.65536,                0.30456,                0.38296,                0.25459,                    nan,                    nan,                    nan,               0.003763,               0.003763,               0.003763
                    317,                0.46153,                0.37521,                0.91728,                0.67458,                0.30484,                0.36315,                0.24486,                    nan,                    nan,                    nan,              0.0037432,              0.0037432,              0.0037432
                    318,                  0.461,                0.35311,                0.91321,                0.63406,                 0.3024,                0.36839,                0.26226,                    nan,                    nan,                    nan,              0.0037234,              0.0037234,              0.0037234
                    319,                 0.4579,                0.34877,                0.90611,                0.71833,                0.31789,                0.38143,                0.25802,                    nan,                    nan,                    nan,              0.0037036,              0.0037036,              0.0037036
                    320,                0.47247,                0.36103,                0.92796,                0.74466,                0.32634,                0.38477,                0.26556,                    nan,                    nan,                    nan,              0.0036838,              0.0036838,              0.0036838
                    321,                0.48656,                0.36635,                0.92319,                0.72848,                0.33501,                0.36835,                0.24513,                    nan,                    nan,                    nan,               0.003664,               0.003664,               0.003664
                    322,                0.46807,                0.35623,                0.91541,                0.78105,                 0.2723,                0.36291,                0.25666,                    nan,                    nan,                    nan,              0.0036442,              0.0036442,              0.0036442
                    323,                0.47531,                 0.3489,                0.90709,                0.64151,                0.28407,                0.39153,                 0.2645,                    nan,                    nan,                    nan,              0.0036244,              0.0036244,              0.0036244
                    324,                 0.4661,                0.35231,                0.92368,                0.71207,                0.29522,                 0.4062,                0.26872,                    nan,                    nan,                    nan,              0.0036046,              0.0036046,              0.0036046
                    325,                0.43099,                0.33552,                0.89308,                0.78055,                0.34164,                0.42044,                0.29023,                    nan,                    nan,                    nan,              0.0035848,              0.0035848,              0.0035848
                    326,                0.44452,                0.34531,                0.92089,                0.68937,                 0.3193,                0.41683,                0.28249,                    nan,                    nan,                    nan,               0.003565,               0.003565,               0.003565
